FID,id,parkomat_id,type,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato,wkb_geometry
parkomat.754,1825,3713,Betalingsautomat,3376,,IB,Jens Juels Gade,,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.574397257717578 55.69105571734017)
parkomat.755,1804,3714,Betalingsautomat,0008,,IB,Abildgaardsgade,34,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.574257545095625 55.6915619120804)
parkomat.756,1805,3715,,8588,,IB,Øster Farimagsgade,45A,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.57620863819686 55.69172022899413)
parkomat.757,1806,3716,Betalingsautomat,8588,,IB,Øster Farimagsgade,51,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.576531063591167 55.692072047907104)
parkomat.758,1807,3717,P-info,8588,,IB,Øster Farimagsgade,55,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.576828074810972 55.69239386501343)
parkomat.759,371,3718,P-info,8608,Grøn,IB,Øster Søgade,54,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.573694901639414 55.691957869593224)
parkomat.760,372,3719,P-info,8608,Grøn,IB,Øster Søgade,72,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.575330212662102 55.69310467879765)
parkomat.761,373,3720,P-info,5200,Grøn,IB,Nørre Farimagsgade,61,Husmur,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567757477070018 55.68473355667697)
parkomat.762,1500,3845,Betalingsautomat,6404,Rød,IB,Sjæleboderne,4,Husmur,2000165,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579557339662664 55.682499173714284)
parkomat.763,1499,3846,Betalingsautomat,1112,Rød,IB,Christian IX's Gade,6,Husmur,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581011036429448 55.68212635724998)
parkomat.764,374,3847,P-info,0192,Rød,IB,Antonigade,11,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581329918545094 55.68042196487563)
parkomat.765,376,3849,P-info,2104,Rød,IB,Gammel Mønt,33,,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580325567023555 55.68166278269749)
parkomat.766,502,3850,Betalingsautomat,3048,Rød,IB,Hovedvagtsgade,3,"Blivende, eksisterende fortovsø",2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584077675317689 55.680731976418436)
parkomat.767,348,3851,P-info,3724,Rød,IB,Klareboderne,3,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578267834068846 55.680947070493524)
parkomat.768,503,3852,P-info,3776,Rød,IB,Klosterstræde,16,"Blivende, eksisterende fortovsø",2000158,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.575386045485768 55.6791908878835)
parkomat.769,504,3853,Betalingsautomat,3992,Rød,IB,Kronprinsensgade,10,"Blivende, eksisterende fortovsø",2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579396943566179 55.680707836712614)
parkomat.770,505,3856,Betalingsautomat,4016,Rød,IB,Krystalgade,4,Eksisterende fortovsø,2000160,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574679576506215 55.681255475067154)
parkomat.771,300,3857,P-info,4100,Rød,IB,Landemærket,25,HUSMUR,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576278524775692 55.681963872309716)
parkomat.772,299,3859,Betalingsautomat,4100,Rød,IB,Landemærket,29,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57744146652769 55.68271844759653)
parkomat.773,509,3861,,4572,Rød,IB,Løvstræde,6,Eksisterende fortovsø,2000158,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.577000487107062 55.6803680560109)
parkomat.774,510,3862,Betalingsautomat,4904,Rød,IB,Møntergade,8,"Blivende, eksisterende fortovsø",2000165,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579307398641689 55.681653478944035)
parkomat.775,349,3863,P-info,4904,Rød,IB,Møntergade,22,,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580221141247147 55.682223184763046)
parkomat.776,511,3864,P-info,5080,Rød,IB,Ny Adelgade,3,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584105148053359 55.68117125828449)
parkomat.777,513,3865,P-info,5148,Rød,IB,Ny Østergade,10,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583095058339373 55.68087549389936)
parkomat.778,290,3868,Betalingsautomat,5148,Rød,IB,Ny Østergade,21,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58211852445901 55.68164948467731)
parkomat.779,291,3869,,5148,Rød,IB,Ny Østergade,,,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581643558382822 55.68196301284528)
parkomat.780,515,3870,P-info,5448,Rød,IB,Peder Hvitfeldts Stræde,8,Eksisterende fortovsø,2000160,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574004713638281 55.68161508733122)
parkomat.781,517,3871,P-info,5520,Rød,IB,Pilestræde,32,"Blivende, eksisterende fortovsø",2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580490800980336 55.680622031388936)
parkomat.782,516,3872,P-info,5520,Rød,IB,Pilestræde,48,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579619081674084 55.68111323079119)
parkomat.783,1833,3874,Betalingsautomat,5916,Rød,IB,Rosenborggade,15,,2000151,2016-02-19T12:33:35.808,2017-10-18T12:40:11.977,POINT (12.574404436946894 55.68378305596447)
parkomat.784,304,3875,P-info,5916,Rød,IB,Rosenborggade,8,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574029847418354 55.68334457893451)
parkomat.785,518,3877,Betalingsautomat,6460,Rød,IB,Skindergade,20,Eksisterende fortovsø,2000160,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574917681640402 55.67999818624733)
parkomat.786,519,3878,P-info,6460,Rød,IB,Skindergade,29,"Blivende, eksisterende fortovsø",2000158,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57431486618512 55.67937168928124)
parkomat.787,520,3880,P-info,7204,Rød,IB,Sværtegade,5,Eksisterende fortovsø,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580567058490862 55.68107113711157)
parkomat.788,521,3881,P-info,7944,Rød,IB,Valkendorfsgade,7,,2000158,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.577946991565804 55.680126901133285)
parkomat.789,523,3883,P-info,8412,Rød,IB,Vognmagergade,9,Eksisterende fortovsø,2000165,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578620372636186 55.68235636709391)
parkomat.790,297,3885,P-info,8628,Rød,IB,Åbenrå,31,Eksisterende fortovsø,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.575277673450646 55.6835114889162)
parkomat.791,298,3886,P-info,8628,Rød,IB,Åbenrå,5,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57638531209379 55.68313640500777)
parkomat.792,1493,3887,Betalingsautomat,3956,Rød,IB,Kristen Bernikows Gade,9,HUSMUR,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582025604409248 55.68017067794873)
parkomat.793,43,3892,Betalingsautomat,8204,Grøn,VB,Vesterbrogade,8,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561781016082623 55.67391042037744)
parkomat.794,44,3893,Betalingsautomat,8204,Grøn,VB,Vesterbrogade,9B,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561921543590792 55.673518017408135)
parkomat.795,1478,3894,Betalingsautomat,8204,Grøn,VB,Vesterbrogade,12,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560383588017974 55.67337645785199)
parkomat.796,1495,3896,Betalingsautomat,3404,Grøn,IB,Jernbanegade,6,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.565578383655179 55.676041579041666)
parkomat.797,524,3963,P-info,0028,Rød,IB,Admiralgade,23,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582135962571835 55.67778520575221)
parkomat.798,525,3964,Betalingsautomat,0684,Rød,IB,Boldhusgade,OF/2,Husmur,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582269621007308 55.67742081199017)
parkomat.799,526,3965,Betalingsautomat,0872,Rød,IB,Brolæggerstræde,1,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.575365552173226 55.677907527713394)
parkomat.800,527,3966,Betalingsautomat,3832,Rød,IB,Kompagnistræde,34,"Blivende, eksisterende fortovsø",2000178,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.573329290941231 55.67632232814569)
parkomat.801,528,3967,P-info,1728,Rød,IB,Farvergade,,,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.572156778682729 55.67580114394065)
parkomat.802,529,3968,P-info,3156,Rød,IB,Hyskenstræde,3,Eksisterende fortovsø,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576572300102573 55.678168122591366)
parkomat.803,530,3969,Betalingsautomat,3612,Rød,IB,Kattesundet,2,"Blivende, eksisterende fortovsø",2000178,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570554304383315 55.677469969971455)
parkomat.804,531,3970,P-info,3612,Rød,IB,Kattesundet,12,Eksisterende fortovsø,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571737241483318 55.67697818369514)
parkomat.805,377,3971,P-info,3796,Rød,IB,Knabrostræde,3,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57438204043561 55.67795781413715)
parkomat.806,378,3972,Betalingsautomat,3796,Rød,IB,Knabrostræde,25,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576074189814413 55.676767574100765)
parkomat.807,379,3973,P-info,3796,Rød,IB,Knabrostræde,,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.575120333810322 55.677301205368465)
parkomat.808,380,3974,Betalingsautomat,3832,Rød,IB,Kompagnistræde,7,"Blivende, eksisterende fortovsø",2000168,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.5770417855097 55.67777718824921)
parkomat.809,381,3975,Betalingsautomat,4092,Rød,IB,Laksegade,4,HUSMUR,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585033142162269 55.67838707720317)
parkomat.810,382,3976,P-info,4092,Rød,IB,Laksegade,10,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584410374636693 55.6780931374639)
parkomat.811,383,3977,P-info,4176,Rød,IB,Larsbjørnsstræde,5,,2000163,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.569724586504195 55.67807112696693)
parkomat.812,384,3978,Betalingsautomat,4180,Rød,IB,Larslejsstræde,7,"Blivende, eksisterende fortovsø",2000163,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.569572801020874 55.68002406797681)
parkomat.813,385,3979,Betalingsautomat,4196,Rød,IB,Lavendelstræde,7,Eksisterende fortovsø,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571803621548124 55.67641405160984)
parkomat.814,386,3980,,4288,Rød,IB,Lille Kongensgade,16,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583486989793117 55.679532421510544)
parkomat.815,387,3981,Betalingsautomat,4992,Rød,IB,Nikolaj Plads,10 C,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581311034319363 55.6789648329785)
parkomat.816,64,3982,P-info,4548,Rød,IB,Løngangstræde,19,HUSMUR,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.573919154847118 55.675856248731215)
parkomat.817,65,3983,Betalingsautomat,4548,Rød,IB,Løngangstræde,27,,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.572654970282667 55.675368410556864)
parkomat.818,66,3984,Betalingsautomat,4516,Rød,IB,Læderstræde,8,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578876860358012 55.67845274433906)
parkomat.819,1801,3985,Betalingsautomat,4284,,IB,Lille Kirkestræde,5,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.580409003615294 55.67838088229963)
parkomat.820,1802,3986,P-info,3184,,IB,Højbro Plads,8,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.579580800738853 55.67814417810236)
parkomat.821,67,3988,P-info,6156,Rød,IB,Rådhusstræde,3,,2000178,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574172618640715 55.677031557837125)
parkomat.822,68,3989,Betalingsautomat,6280,Rød,IB,Sankt Peders Stræde,2,Eksisterende fortovsø,2000163,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570677060993285 55.679658081895624)
parkomat.823,69,3990,P-info,6280,Rød,IB,Sankt Peders Stræde,12,Eksisterende fortovsø,2000163,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.569351861112079 55.6792567978082)
parkomat.824,70,3991,Betalingsautomat,6280,Rød,IB,Sankt Peders Stræde,32,"Blivende, eksisterende fortovsø",2000163,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567491468917838 55.678819275326425)
parkomat.825,71,3992,P-info,6656,Rød,IB,Snaregade,8,Eksisterende fortovsø,2000168,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576662101567482 55.67711871420737)
parkomat.826,72,3993,P-info,7064,Rød,IB,Studiestræde,6,,2000163,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570557267264963 55.67904201620108)
parkomat.827,289,3994,Betalingsautomat,7064,Rød,IB,Studiestræde,20,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56933542473831 55.67856952289732)
parkomat.828,74,3996,,7348,Rød,IB,Teglgårdstræde,9,"Blivende, eksisterende fortovsø",2000163,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.568282351370756 55.67953919784131)
parkomat.829,75,3997,P-info,8384,Rød,IB,Vingårdstræde,5,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584377610146786 55.67868046255023)
parkomat.830,539,3998,Betalingsautomat,4992,Rød,IB,Nikolaj Plads,23,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582243605395808 55.678391624141426)
parkomat.831,286,3999,Betalingsautomat,8252,Rød,IB,Vester Voldgade,8,Husmur,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56666769440555 55.677935130367835)
parkomat.832,59,4001,Betalingsautomat,8252,Rød,IB,Vester Voldgade,12,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567395060107238 55.67726630182138)
parkomat.833,1494,4003,P-info,3348,Rød,IB,Jarmers Plads,,Øvrige,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56602643640402 55.678597973744154)
parkomat.834,9,4006,,1956,Grøn,IB,Frederiksholms Kanal,,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.577743555901538 55.673840222874)
parkomat.835,13,4007,Betalingsautomat,1956,Grøn,IB,Frederiksholms Kanal,,Ny fortovsø,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578699435209058 55.673041097337816)
parkomat.836,77,4008,Betalingsautomat,7756,Grøn,IB,Tøjhusgade,7,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578917473824776 55.67465421704284)
parkomat.837,1832,4009,P-info,8252,Rød,IB,Vester Voldgade,80,,2000179,2016-02-19T12:22:01.137,2017-10-18T12:40:11.977,POINT (12.57202500810092 55.67484749688098)
parkomat.838,57,4010,P-info,8252,Grøn,IB,Vester Voldgade,90,HUSMUR,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.575551355533023 55.67306535130842)
parkomat.839,56,4011,P-info,8252,Grøn,IB,Vester Voldgade,94,HUSMUR,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57649465809367 55.67282960921089)
parkomat.840,78,4013,Betalingsautomat,1044,Grøn,IB,Børsgade,2,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583149641102244 55.67587495792634)
parkomat.841,79,4015,Betalingsautomat,2736,Grøn,IB,Heibergsgade,9,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587645596716888 55.679248869648404)
parkomat.842,80,4016,Betalingsautomat,2736,Grøn,IB,Heibergsgade,14,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588694253766622 55.679565232477856)
parkomat.843,81,4017,P-info,2964,Grøn,IB,Holbergsgade,4,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58726693049223 55.677732877042615)
parkomat.844,82,4019,P-info,2964,Grøn,IB,Holbergsgade,16,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589429135344838 55.67824550002773)
parkomat.845,83,4020,Betalingsautomat,2964,Grøn,IB,Holbergsgade,13,Inventarzone,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589386435354106 55.67835891528228)
parkomat.846,84,4021,Betalingsautomat,2992,Grøn,IB,Holmens Kanal,7,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586216328992245 55.67845745033338)
parkomat.847,85,4022,Betalingsautomat,4980,Grøn,IB,Niels Juels Gade,9,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586899526793912 55.67672497609644)
parkomat.848,86,4023,P-info,5112,Grøn,IB,Nyhavn,2,Eksisterende fortovsø,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58838792793266 55.68015554334214)
parkomat.849,89,4024,Betalingsautomat,5456,Grøn,IB,Peder Skrams Gade,8,Eksisterende fortovsø,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588337148414734 55.67875827170932)
parkomat.850,506,4026,Betalingsautomat,7564,Grøn,IB,Tordenskjoldsgade,14,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587329601154462 55.67826108760477)
parkomat.851,388,4027,Betalingsautomat,1132,Grøn,IB,Christians Brygge,24,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.577899921564791 55.67156814273024)
parkomat.852,389,4028,Betalingsautomat,1188,Grøn,IB,Cort Adelers Gade,9,Eksisterende fortovsø,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590681622239426 55.67795432600318)
parkomat.853,1776,4029,P-info,7564,Rød,IB,Tordenskjoldsgade,9,,2000181,2016-02-11T13:13:34.787,2016-02-11T13:13:34.787,POINT (12.587287063420144 55.678754788434304)
parkomat.854,394,4035,P-info,2844,Grøn,IB,Herluf Trolles Gade,5,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589180401651234 55.67920099753391)
parkomat.855,393,4036,P-info,2844,Grøn,IB,Herluf Trolles Gade,24,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591568063001471 55.678447511575804)
parkomat.856,395,4037,Betalingsautomat,2964,Grøn,IB,Holbergsgade,23,Eksisterende fortovsø,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590616805117948 55.67885827756184)
parkomat.857,87,4038,Betalingsautomat,5112,Grøn,IB,Nyhavn,16,Husmur,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590099625669362 55.67966464703614)
parkomat.858,88,4039,P-info,5112,Grøn,IB,Nyhavn,42A,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.592108333928838 55.67913069754382)
parkomat.859,91,4040,,5116,Grøn,IB,Ny Kongensgade,21,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574678929459644 55.67307445579853)
parkomat.860,652,4041,Betalingsautomat,3564,Blå,IN,Kapelvej,17,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55313500233243 55.688853770828224)
parkomat.861,90,4042,Betalingsautomat,5456,Grøn,IB,Peder Skrams Gade,19,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589309788213866 55.6775753697065)
parkomat.862,93,4043,Betalingsautomat,6056,Grøn,IB,Rysensteensgade,3,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576163667106394 55.6722766280626)
parkomat.863,94,4044,P-info,6056,Grøn,IB,Rysensteensgade,4,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576104735216793 55.67248582685895)
parkomat.864,508,4045,Betalingsautomat,7564,Grøn,IB,Tordenskjoldsgade,24,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587833849850737 55.67747733076234)
parkomat.865,507,4046,P-info,7564,Grøn,IB,Tordenskjoldsgade,31,Husmur,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588502277440302 55.67686459464415)
parkomat.866,284,4048,P-info,5220,Rød,IB,Nørre Voldgade,14,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567205170540614 55.67961764045707)
parkomat.867,280,4049,Betalingsautomat,5220,Rød,IB,Nørre Voldgade,28,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.568266928337014 55.680402426761084)
parkomat.868,285,4053,Betalingsautomat,5220,Rød,IB,Nørre Voldgade,12,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.566734990384575 55.67949948943218)
parkomat.869,1480,4058,Betalingsautomat,1936,Grøn,IB,Frederiksborggade,26,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570215142798936 55.68426699089979)
parkomat.870,96,4059,P-info,1936,Grøn,IB,Frederiksborggade,35,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56668788420065 55.68551527642283)
parkomat.871,97,4060,Betalingsautomat,1936,Grøn,IB,Frederiksborggade,48,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.566811950443626 55.68559545853576)
parkomat.872,51,4061,Betalingsautomat,2272,Grøn,IB,Gothersgade,137,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571514236979088 55.68502040204073)
parkomat.873,98,4064,P-info,4352,Grøn,IB,Linnésgade,22,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571271948666272 55.68443228028022)
parkomat.874,99,4065,P-info,5200,Grøn,IB,Nørre Farimagsgade,9,Husmur,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.564176370518227 55.680756996860616)
parkomat.875,100,4066,Betalingsautomat,5200,Grøn,IB,Nørre Farimagsgade,17,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.5648522554394 55.681668497831495)
parkomat.876,101,4067,P-info,5200,Grøn,IB,Nørre Farimagsgade,29,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.565426677442389 55.68239692039687)
parkomat.877,102,4068,Betalingsautomat,5200,Grøn,IB,Nørre Farimagsgade,50,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.566852689102262 55.68351707130821)
parkomat.878,103,4069,P-info,5200,Grøn,IB,Nørre Farimagsgade,45,Husmur,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.566514625526759 55.683621603113146)
parkomat.879,104,4070,Betalingsautomat,6116,Grøn,IB,Rømersgade,1,Husmur,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567277202230057 55.68283924771491)
parkomat.880,105,4071,P-info,6116,Grøn,IB,Rømersgade,25A,Eksisterende fortovsø,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.569968119596396 55.68500111645497)
parkomat.881,106,4072,Betalingsautomat,8144,Grøn,IB,Vendersgade,7,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.568352292259055 55.68376262005719)
parkomat.882,107,4073,Betalingsautomat,0060,Grøn,IB,Ahlefeldtsgade,29,Eksisterende fortovsø,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56522180149589 55.6834459565631)
parkomat.883,52,4074,Betalingsautomat,2272,Grøn,IB,Gothersgade,156A,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567281835410524 55.68631059414818)
parkomat.884,53,4075,P-info,2272,Grøn,IB,Gothersgade,165,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56705626596921 55.686189311940325)
parkomat.885,108,4076,Betalingsautomat,3712,Grøn,IB,Kjeld Langes Gade,5A,Ny fortovsø,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563508965001839 55.683088961568984)
parkomat.886,109,4077,P-info,4940,Grøn,IB,Nansensgade,10,Husmur,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56263145674143 55.68127284293766)
parkomat.887,110,4078,Betalingsautomat,4940,Grøn,IB,Nansensgade,38,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563804839256063 55.68226924640005)
parkomat.888,111,4079,P-info,4940,Grøn,IB,Nansensgade,57,Husmur,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.565866929208642 55.68424272788878)
parkomat.889,112,4080,Betalingsautomat,4940,Grøn,IB,Nansensgade,94,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567873610411755 55.68571962372745)
parkomat.890,113,4081,P-info,6300,Grøn,IB,Schacksgade,7,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.564298109830895 55.68210670836932)
parkomat.891,114,4082,Betalingsautomat,7708,Grøn,IB,Turesensgade,10,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563731144687042 55.681483986650626)
parkomat.892,396,4083,P-info,7708,Grøn,IB,Turesensgade,22,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.562291194287251 55.6818761077477)
parkomat.893,397,4084,Betalingsautomat,8144,Grøn,IB,Vendersgade,21,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.566577483030551 55.68455174223546)
