FID,id,parkomat_id,type,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato,wkb_geometry
parkomat.1486,1694,9618,Betalingsautomat,8612,Grøn,IB,Øster Voldgade,,,2000166,2012-05-07T11:40:16,2015-12-05T22:34:03.462,POINT (12.587604820234434 55.69058469063006)
parkomat.1487,1695,9619,Betalingsautomat,3984,Grøn,IB,Krokodillegade,-,,2000166,2012-05-07T11:40:16,2015-12-05T22:34:03.462,POINT (12.586725171963648 55.690232583236906)
parkomat.1488,1692,9620,Betalingsautomat,1288,Grøn,IB,Delfingade,49,,2000166,2012-05-07T00:00:00,2015-12-05T22:34:03.462,POINT (12.588032406168354 55.68948684865705)
parkomat.1489,1668,9621,P-info,3996,Grøn,IB,Kronprinsessegade,-,,2000166,2012-05-03T13:11:29,2015-12-05T22:34:03.462,POINT (12.58621438085864 55.68897635640401)
parkomat.1490,1697,9622,Betalingsautomat,6272,Grøn,IB,Sankt Pauls Gade,31,,2000166,2012-05-07T11:40:16,2015-12-05T22:34:03.462,POINT (12.587347859195262 55.68736587439095)
parkomat.1491,1728,9623,Betalingsautomat,5280,Grøn,IB,Olfert Fischers Gade,-,,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58620483117419 55.687405853375)
parkomat.1492,1708,9624,Betalingsautomat,6040,Blå,IN,Ryesgade,16,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56564549869816 55.69079795603166)
parkomat.1493,1709,9625,P-info,6040,Blå,IN,Ryesgade,22,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567070787072064 55.69188981456922)
parkomat.1494,1937,80201,Betalingsautomat,0760,Gul,YN,Borups Allé,6,,,2017-02-27T11:57:11.348,2017-02-27T12:06:18.224,POINT (12.541969551599596 55.68942095222511)
parkomat.1495,1884,80202,Betalingsautomat,3080,Gul,YN,Humlebækgade,23,,,2017-02-27T11:57:11.348,2017-02-27T14:05:50.767,POINT (12.541652951821863 55.69118271300198)
parkomat.1496,1895,80203,Betalingsautomat,8648,Gul,YN,Ågade,134,,,2017-02-27T11:57:11.348,2017-02-27T13:53:34.797,POINT (12.538930168100466 55.689943892620974)
parkomat.1497,1885,80204,Betalingsautomat,4448,Gul,YN,Lundtoftegade,2,,,2017-02-27T11:57:11.348,2017-02-27T14:04:50.845,POINT (12.538954728809648 55.69175743493507)
parkomat.1498,1951,90132,Betalingsautomat,4236,Gul,YØ,Lersø Parkallé,,,,2018-10-01T10:37:09.944,2019-01-28T17:10:55.815,POINT (12.557383760693398 55.70438649814219)
parkomat.1499,1877,90134,Betalingsautomat,6576,Gul,YN,Slangerupgade,31,,,2017-02-27T11:57:11.348,2017-02-27T12:01:58.302,POINT (12.546076617614355 55.7053119528712)
parkomat.1500,1924,90135,Betalingsautomat,8180,Gul,YN,Vermundsgade,38K,,,2017-02-27T11:57:11.348,2017-02-27T12:33:16.688,POINT (12.550978271438334 55.70730161192925)
parkomat.1501,1893,90136,Betalingsautomat,8180,Gul,YN,Vermundsgade,21,,,2017-02-27T11:57:11.348,2017-02-27T13:57:29.719,POINT (12.553409919561625 55.70559151131543)
parkomat.1502,1894,90138,P-info,6478,Gul,YN,Skjolds Plads,,,,2017-02-27T11:57:11,2017-02-27T13:58:24,POINT (12.549494391428494 55.703719767648195)
parkomat.1503,1878,90139,Betalingsautomat,7484,Gul,YN,Titangade,6,,,2017-02-27T11:57:11.348,2017-02-27T14:24:25.926,POINT (12.553841981836497 55.70347119415895)
parkomat.1504,1879,90140,Betalingsautomat,7484,Gul,YN,Titangade,2,,,2017-02-27T11:57:11.348,2017-02-27T14:22:30.441,POINT (12.553686180501842 55.70148160045143)
parkomat.1505,1880,90141,Betalingsautomat,8180,Gul,YN,Vermundsgade,1,,,2017-02-27T11:57:11.348,2017-02-27T14:21:11.285,POINT (12.556676083213576 55.703612424841864)
parkomat.1506,1881,90142,Betalingsautomat,0080,Gul,YN,Aldersrogade,17,,,2017-02-27T11:57:11.348,2017-02-27T14:18:52.253,POINT (12.555736497727077 55.70624708354659)
parkomat.1507,1882,90143,Betalingsautomat,5692,Gul,YN,Ragnhildgade,24,,,2017-02-27T11:57:11.348,2017-02-27T14:17:46.378,POINT (12.55418118504391 55.70806085215549)
parkomat.1508,1841,90144,Betalingsautomat,7068,Gul,YØ,Studsgaardsgade,25-2,,,2017-02-27T11:57:11.348,2017-02-27T16:17:55.73,POINT (12.556557986713544 55.71051051477695)
parkomat.1509,1840,90145,Betalingsautomat,2620,Gul,YØ,Haraldsgade,103,,,2017-02-27T11:57:11.348,2017-02-27T16:20:08.496,POINT (12.560164415981594 55.70987603942877)
parkomat.1510,1837,90146,Betalingsautomat,2620,Gul,YØ,Haraldsgade,79,,,2017-02-27T11:57:11.348,2017-02-27T13:13:42.105,POINT (12.558377644485024 55.70875964057103)
parkomat.1511,1838,90147,Betalingsautomat,0080,Gul,YØ,Aldersrogade,11,,,2017-02-27T11:57:11.348,2017-02-27T16:21:46.137,POINT (12.559977500460988 55.70650195151382)
parkomat.1512,1839,90148,Betalingsautomat,4236,Gul,YØ,Lersø Parkallé,,,,2017-02-27T11:57:11.348,2017-02-27T16:20:54.402,POINT (12.557654266672541 55.705349423191265)
parkomat.1513,1892,90149,Betalingsautomat,5988,Gul,YN,Rovsingsgade,47,,,2017-02-27T11:57:11.348,2017-02-27T13:59:33.454,POINT (12.553463490079379 55.71064684233286)
