FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,wkb_geometry
trafiktaelling.395,893,Grøndals Parkvej / C. F. Richs Vej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5y7eAZJJ0k.pdf,,,,,,,,POINT (12.501156357385787 55.68793831477933)
trafiktaelling.396,894,Jernbane Allé / Jydeholmen,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090305,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CMyBIGxxnO.pdf,,,,,,,,POINT (12.491266887971163 55.68629463140971)
trafiktaelling.397,895,Jernbane Allé / Vanløse Allé,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090305,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AGidJq6dgM.pdf,,,,,,,,POINT (12.489842974389125 55.68782247540488)
trafiktaelling.398,896,Jyllingevej / Ålekistevej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090312,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Jj5z2m8DhD.pdf,,,,,,,,POINT (12.481087800003666 55.691203989807754)
trafiktaelling.399,897,Jyllingevej / Jernbane Allé,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090312,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oa1LMI6Neu.pdf,,,,,,,,POINT (12.486760999952017 55.692441534639755)
trafiktaelling.882,9952,Søgaderne-Webersgade,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160621,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/65Ho9s3647.pdf,,,,,,,,POINT (12.572010894967171 55.69106472036158)
trafiktaelling.400,898,Jyllingevej / Slotsherrensvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/fe3QYNku4U.pdf,,,,,,,,POINT (12.494163774255616 55.693859484484726)
trafiktaelling.401,899,Sallingvej / Rebildvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/u0RQ9GIOty.pdf,,,,,,,,POINT (12.506703129302274 55.693156724953205)
trafiktaelling.402,900,Bülowsvej,nord for Amalievej,18 eller 20,4,Frederiksberg Kommune,6500,"2,4",7600,8500,3200,"1,4",3300,3900,,,,,,,,,,,20110505,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bpoJhR6dds.pdf,2.4000001,1.39999998,116,,,,,POINT (12.543022383544537 55.67988444323707)
trafiktaelling.403,901,H.C. Ørstedsvej,nord for Niels Ebbesens vej,27 eller 30,4,Frederiksberg Kommune,10600,"3,6",12400,13900,8200,"2,4",8400,10000,,,,,,,,,,,20110505,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/onERGS6Czn.pdf,3.5999999,2.4000001,142,,,,,POINT (12.54780492755579 55.67925854165044)
trafiktaelling.404,902,Vesterbrogade,øst for Pile Allé,187 eller 206,4,Frederiksberg Kommune,13700,"3,9",16000,17900,4300,"1,4",4400,5200,,,,,,,,,,,20110505,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aBXHAfBKvp.pdf,3.9000001,1.39999998,225,,,,,POINT (12.531984797933 55.6707659504385)
trafiktaelling.405,903,Pile Allé,syd for Vesterbrogade,25,4,Frederiksberg Kommune,10300,"5,7",12100,13500,4400,1,4500,5400,,,,,,,,,,,20110505,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZotCIsSr68.pdf,5.69999981,1,187,,,,,POINT (12.530974007175914 55.670324645536994)
trafiktaelling.406,904,Gammel Kongevej,øst for Allégade,178 eller 179,4,Frederiksberg Kommune,10190,"3,4",11900,13300,9989,"1,7",10300,12200,,,,,,,,,,,20140513,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NSWKjngMAt.pdf,3.4000001,1.70000005,138,,,,,POINT (12.534451541696267 55.678043576241556)
trafiktaelling.407,905,Godthåbsvej,øst for Guldborgvej,64A eller 69,4,Frederiksberg Kommune,11000,"4,2",12900,14400,10300,"1,3",10600,12600,,,,,,,,,,,20120502,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yunBOijtPy.pdf,4.19999981,1.29999995,199,,,,,POINT (12.528775692883878 55.68750437318448)
trafiktaelling.408,906,Finsensvej,øst for Lindevangs Allé,15,4,Frederiksberg Kommune,7400,"3,4",8700,9700,7700,2,7900,9400,,,,,,,,,,,20120502,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/u9MnU9C1Pr.pdf,3.4000001,2,108,,,,,POINT (12.519596922054008 55.68114030306553)
trafiktaelling.409,907,Peter Bangs Vej,vest for Orla Lehmanns Vej,8,4,Frederiksberg Kommune,10200,"3,8",11900,13400,7600,"1,5",7800,9300,,,,,,,,,,,20120502,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pqdY50MYkH.pdf,3.79999995,1.5,214,,,,,POINT (12.51891444091746 55.679170782554536)
trafiktaelling.410,908,Frederiksberg Allé,øst for Pile Allé,102,4,Frederiksberg Kommune,6600,"5,2",7700,8600,3900,"3,1",4000,4800,,,,,,,,,,,20120502,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0uinhIvuvS.pdf,5.19999981,3.0999999,164,,,,,POINT (12.533419291703371 55.674679588700805)
trafiktaelling.411,909,Finsensvej,øst for Sønderjyllands Allé,128 eller 145,4,Frederiksberg Kommune,9100,"3,4",10600,11900,3200,"1,5",3300,3900,,,,,,,,,,,20130522,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8MYAs7VLvf.pdf,3.4000001,1.5,98,,,,,POINT (12.496853000076753 55.68257909029756)
trafiktaelling.412,910,C. F. Richsvej,øst for grøndals parkvej,109 eller 146,4,Frederiksberg Kommune,5258,"0,9",6200,6900,2278,"1,6",2300,2800,,,,,,,,,,,20140513,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uqJgTfcwRd.pdf,0.89999998,1.60000002,42,,,,,POINT (12.503275035597236 55.68699311527187)
trafiktaelling.413,911,Dalgas Boulevard,nord for Roskildevej,4 eller 5,4,Frederiksberg Kommune,6987,"1,5",8200,9200,1817,"2,8",1900,2200,,,,,,,,,,,20140513,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/p0Cm25jSFC.pdf,1.5,2.79999995,92,,,,,POINT (12.5066571052462 55.67343969582955)
trafiktaelling.414,912,Nordre Fasanvej,nord for Stæhr Johansens vej,31 eller 34,4,Frederiksberg Kommune,16600,"3,7",19400,21700,6300,2,6500,7700,,,,,,,,,,,20130522,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vQOVp3qxZR.pdf,3.70000005,2,193,,,,,POINT (12.523198418187295 55.68246392741355)
trafiktaelling.415,913,Falkoner Allé,syd for Dronning Olgas Vej,77 eller 108,4,Frederiksberg Kommune,13500,"3,4",15800,17700,8100,2,8300,9900,,,,,,,,,,,20130522,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FedaUPS4Wr.pdf,3.4000001,2,232,,,,,POINT (12.54048455865661 55.686980080852145)
trafiktaelling.416,914,Nyelandsvej,vest for Falkoner Allé,3 eller 4B,4,Frederiksberg Kommune,6700,"4,1",7800,8800,5838,"2,7",6000,7100,,,,,,,,,,,20140513,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/n0651R1gXM.pdf,4.0999999,2.70000005,146,,,,,POINT (12.533406009102647 55.68231716677646)
trafiktaelling.417,931,Sallingvej / Hulgårdsvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Xe3V6nVMXc.pdf,,,,,,,,POINT (12.510029389909604 55.694690212389666)
trafiktaelling.418,932,Hulgårdsvej / Hvidkildevej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090317,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8BoiFUQXWN.pdf,,,,,,,,POINT (12.515772370745005 55.69838655590092)
trafiktaelling.419,933,Vibenshus Runddel,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FNnDyZ1GxB.pdf,,,,,,,,POINT (12.562893336318151 55.706452281392586)
trafiktaelling.420,934,Nyhavn,vest for Kvæsthusgade (solsiden),65,100,Øvrige tællinger,168,,200,200,592,,600,700,3811,4500,4600,,,,,,,4500,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lOWLLW6ldW.pdf,,,,,,,,POINT (12.592684067945376 55.67946245514389)
trafiktaelling.421,935,Borups Allé,Borups Allé 43 SØ for Ågade-krydset,43,100,Øvrige tællinger,3800,"5,0",4400,5000,5800,"1,5",6000,7100,,,,,,,,,,,20140429,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/PfZklWnR4w.pdf,5,1.5,,,,,,POINT (12.537014103757002 55.69227667666275)
trafiktaelling.422,936,Bragesgade,Bragesgade 10 s.f. Mimersgade,10,100,Øvrige tællinger,800,"0,6",900,1000,700,,700,900,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kAhzg7ddZr.pdf,0.60000002,,,,,,,POINT (12.544149133836589 55.69978455154474)
trafiktaelling.423,937,Frederikssundsvej,Frederikssundsvej/Lygten/Nordre Fasanvej,-,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140424,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ej92gN1Pya.pdf,,,,,,,,POINT (12.537244283077687 55.70113727776736)
trafiktaelling.424,938,Frederikssundsvej,Frederikssundsvej 50A nv.f. Blytækkervej,50,100,Øvrige tællinger,9470,"7,4",11100,12400,9705,"1,2",10000,11800,,,,,,,,,,,20140429,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Z8dYRyFEPi.pdf,7.4000001,1.20000005,87,,,,,POINT (12.531054185830063 55.702777372497984)
